pH,Turbidity,TDS,DO,Temperature,EC,Chlorine,Nitrate,Quality
8.43,3.79,1443.55,3.22,15.16,576.51,1.92,12.89,Unsafe
7.64,2.68,1248.94,5.02,17.78,156.8,0.54,8.05,Unsafe
7.94,1.33,1108.21,6.58,29.73,793.93,1.1,8.28,Unsafe
5.29,0.33,172.3,5.12,18.25,331.18,0.64,12.78,Unsafe
5.17,2.01,1498.02,5.18,16.24,149.45,0.51,0.64,Unsafe
5.41,2.55,395.16,8.36,16.77,1074.64,1.75,12.46,Unsafe
5.35,4.91,676.33,7.64,27.87,1370.42,1.93,10.85,Unsafe
7.19,2.49,980.14,4.61,26.95,493.3,0.78,13.27,Unsafe
5.86,8.19,859.55,6.21,31.87,735.43,0.69,8.78,Unsafe
8.44,4.79,1487.25,4.97,21.21,1310.87,0.26,5.53,Unsafe
6.78,6.28,929.9,6.47,29.93,670.29,0.78,2.25,Unsafe
7.78,2.16,410.49,8.36,19.08,1431.97,0.17,12.66,Unsafe
7.61,4.22,888.87,5.96,24.43,1769.79,1.83,13.05,Unsafe
6.28,6.07,555.49,2.99,26.56,226.78,1.09,2.93,Unsafe
5.97,3.18,1031.7,7.88,17.68,724.47,1.56,3.82,Unsafe
6.37,3.43,155.03,7.12,31.23,129.68,1.46,14.19,Unsafe
8.19,8.09,486.98,3.24,34.8,1990.68,0.81,11.54,Unsafe
7.35,8.39,867.68,6.38,33.07,176.04,1.61,11.12,Unsafe
6.01,5.38,1187.51,8.38,29.34,810.22,0.44,1.56,Unsafe
8.27,8.97,1266.81,8.3,17.63,875.79,1.1,9.33,Unsafe
5.22,7.39,1380.23,8.89,33.31,1836.78,1.69,10.64,Unsafe
7.8,0.65,629.6,6.78,15.79,484.49,1.5,8.44,Unsafe
6.76,5.64,922.21,8.82,23.82,1540.51,0.7,3.11,Unsafe
7.93,7.01,920.23,2.66,19.25,1383.61,1.51,14.11,Unsafe
8.71,5.45,1359.2,3.5,34.22,1377.12,1.75,10.22,Unsafe
8.0,8.34,1284.71,5.67,25.11,141.19,1.97,6.77,Unsafe
6.77,3.08,694.33,4.61,20.54,1782.03,0.79,2.17,Unsafe
5.6,0.75,933.02,2.43,17.01,1880.37,0.72,2.65,Unsafe
8.23,6.37,1381.99,2.88,22.77,964.2,0.57,8.73,Unsafe
6.84,7.33,1499.75,4.25,28.04,1635.25,0.33,1.86,Unsafe
5.3,7.68,1133.9,7.73,30.01,1743.79,0.3,2.23,Unsafe
7.88,0.21,195.95,8.31,33.07,138.36,1.7,0.38,Unsafe
6.17,6.77,1348.58,8.23,34.22,1098.83,0.18,8.48,Unsafe
5.2,0.31,769.04,3.95,18.23,895.47,0.32,3.8,Unsafe
8.61,7.77,590.89,7.25,19.07,1693.11,0.13,5.46,Unsafe
6.93,7.06,506.18,4.21,32.73,899.4,0.26,4.69,Unsafe
6.12,5.72,1225.17,6.35,27.24,373.91,0.68,12.66,Unsafe
7.87,5.11,1357.61,7.87,22.14,406.28,0.84,10.08,Unsafe
8.54,7.18,1060.05,3.63,20.54,1433.98,1.12,6.82,Unsafe
5.0,0.67,183.41,5.03,18.91,1276.02,1.6,9.56,Unsafe
7.75,8.34,1481.56,5.4,28.51,586.59,1.15,8.47,Unsafe
8.07,2.09,880.87,4.63,19.76,176.31,0.73,2.67,Unsafe
5.84,4.83,1258.44,8.0,29.85,832.44,1.41,0.37,Unsafe
6.96,4.92,1109.61,2.57,22.92,1156.21,1.95,0.72,Unsafe
5.36,7.79,569.4,8.7,34.23,1895.69,1.01,13.23,Unsafe
7.99,2.01,1385.02,8.41,24.31,516.45,0.15,8.89,Unsafe
8.39,3.07,526.75,4.56,33.83,400.23,1.63,1.3,Unsafe
5.43,6.66,1471.65,7.84,21.21,325.77,0.13,6.43,Unsafe
8.27,4.19,1477.58,2.7,19.49,475.38,0.93,5.05,Unsafe
8.09,3.06,160.46,8.37,32.2,940.53,0.73,2.47,Unsafe
6.39,6.25,280.96,7.22,19.75,606.22,0.6,13.19,Unsafe
7.76,0.96,428.18,6.54,18.6,246.95,0.85,3.93,Safe
5.0,7.92,616.98,5.09,22.41,1700.96,1.18,7.03,Unsafe
8.73,5.3,1014.82,2.0,21.4,1884.62,1.34,2.95,Unsafe
7.2,2.14,611.19,7.19,25.82,698.74,0.64,12.25,Unsafe
7.48,4.14,1412.25,7.32,22.46,760.14,1.68,7.43,Unsafe
7.66,1.4,766.56,6.27,27.87,1069.25,0.63,1.71,Safe
7.25,6.2,880.27,4.1,32.68,1125.21,1.36,13.95,Unsafe
8.43,6.73,976.83,2.69,21.75,1064.85,0.36,9.76,Unsafe
7.44,4.11,695.61,2.28,17.31,1186.81,0.62,3.75,Unsafe
8.63,3.46,988.47,2.9,18.16,632.99,1.71,4.98,Unsafe
7.33,8.51,225.45,3.05,15.19,1215.13,1.61,5.07,Unsafe
5.68,5.8,802.9,3.92,17.07,392.72,0.62,6.05,Unsafe
8.65,6.7,562.31,7.34,30.6,924.49,1.62,9.44,Unsafe
7.73,1.36,382.87,4.18,32.67,652.42,0.27,3.63,Unsafe
7.8,7.16,152.84,8.99,27.37,283.04,1.56,14.7,Unsafe
8.94,4.5,1193.26,3.29,28.69,1391.57,1.69,10.7,Unsafe
5.3,3.73,269.92,7.97,25.99,1002.42,0.96,11.35,Unsafe
6.71,9.3,339.36,3.59,33.06,605.31,0.97,0.55,Unsafe
5.96,0.63,335.43,4.26,24.29,1315.62,0.89,6.12,Unsafe
7.52,2.04,1472.6,3.72,21.5,998.93,1.73,5.76,Unsafe
8.23,3.81,454.74,6.3,16.48,756.93,0.54,7.63,Safe
8.87,3.31,360.79,7.26,28.67,1338.91,1.5,2.61,Unsafe
6.82,5.16,1456.93,2.26,32.3,1137.96,0.92,11.74,Unsafe
8.14,4.07,978.1,5.11,25.07,887.19,1.85,13.97,Unsafe
8.67,7.9,1055.48,6.66,34.0,595.62,0.68,2.67,Unsafe
7.73,7.7,1240.88,3.01,23.35,1069.32,0.65,12.6,Unsafe
5.97,7.75,864.76,6.3,22.93,1501.81,0.57,2.15,Unsafe
7.43,3.76,859.92,4.46,16.33,280.79,0.33,8.89,Unsafe
8.88,4.13,1497.63,2.23,24.24,505.75,0.18,4.56,Unsafe
8.95,7.23,1065.86,8.78,21.27,1189.59,0.57,13.45,Unsafe
7.57,1.33,1096.12,7.68,23.18,125.4,1.45,0.98,Unsafe
8.55,8.53,223.43,2.43,16.42,1711.9,0.83,10.19,Unsafe
5.8,5.46,260.0,5.26,24.56,756.7,0.16,11.75,Unsafe
5.98,8.5,810.77,7.6,32.99,432.31,1.96,10.73,Unsafe
8.81,7.96,1120.2,8.75,21.0,589.24,0.64,2.97,Unsafe
5.54,3.81,1155.4,5.17,29.03,1178.05,0.15,4.19,Unsafe
5.76,1.11,1196.87,8.33,25.42,536.41,0.16,9.06,Unsafe
6.68,9.22,1097.94,6.63,15.16,1497.85,0.21,10.28,Unsafe
7.36,3.51,264.16,2.82,18.41,290.88,1.91,12.29,Unsafe
7.42,3.8,1267.49,7.8,16.18,865.59,2.0,0.3,Unsafe
6.17,9.1,1173.44,7.36,16.12,165.08,1.47,9.31,Unsafe
8.68,9.18,622.84,4.31,16.68,1130.28,0.22,2.41,Unsafe
8.66,2.7,672.16,8.41,17.34,175.48,1.04,9.97,Unsafe
6.57,0.98,874.99,3.53,18.19,978.31,0.8,5.06,Unsafe
6.74,0.11,1489.97,6.92,25.02,1939.98,0.18,4.97,Unsafe
7.81,4.44,1141.89,7.21,29.0,624.49,0.12,6.04,Unsafe
7.65,5.73,1272.89,4.08,19.79,1561.01,1.57,3.65,Unsafe
6.53,2.78,387.92,4.36,23.23,486.38,0.82,4.36,Unsafe
6.66,2.67,808.07,8.47,32.24,547.07,0.18,10.47,Unsafe
6.39,3.63,887.72,6.05,25.56,1832.19,1.56,11.54,Unsafe
5.94,2.7,161.93,3.11,33.97,1684.91,0.45,3.98,Unsafe
6.83,8.6,256.1,3.42,15.08,921.63,1.63,11.34,Unsafe
7.75,6.46,400.21,2.77,17.9,1187.88,1.04,2.75,Unsafe
7.97,8.31,1336.75,2.68,27.8,776.52,1.97,9.15,Unsafe
8.12,8.62,1185.25,5.45,22.79,1913.71,0.43,3.68,Unsafe
6.5,4.41,780.84,6.78,18.01,958.28,1.66,10.19,Unsafe
8.06,4.83,1197.89,8.54,22.43,794.85,0.48,2.56,Unsafe
5.03,9.78,829.76,2.61,19.36,1616.01,1.82,13.07,Unsafe
6.91,8.19,1390.68,4.51,16.84,835.3,1.53,8.61,Unsafe
8.18,8.0,499.34,5.23,16.38,802.93,0.31,5.86,Unsafe
7.52,5.88,266.4,6.61,15.4,328.12,1.83,14.39,Unsafe
6.9,4.67,168.64,6.33,31.85,840.41,1.43,2.14,Unsafe
7.58,8.96,713.5,4.59,30.32,1309.47,0.22,11.29,Unsafe
8.63,8.07,527.37,4.44,33.52,1060.2,0.56,10.06,Unsafe
7.27,5.22,1454.35,7.03,26.28,761.84,0.7,12.14,Unsafe
8.2,2.78,1335.35,2.0,34.7,1768.05,1.22,2.64,Unsafe
8.92,1.56,701.91,5.88,20.13,481.7,1.97,6.37,Unsafe
7.82,5.57,123.27,6.2,18.78,1751.59,1.17,3.19,Unsafe
7.29,3.03,231.61,6.08,16.18,919.65,0.86,10.29,Unsafe
5.15,2.72,401.58,3.29,19.04,892.36,1.95,12.01,Unsafe
6.5,1.15,649.14,3.05,18.24,1588.99,0.64,6.07,Unsafe
7.26,0.44,1222.36,6.24,21.6,477.01,1.19,10.31,Unsafe
8.19,7.86,1293.93,6.7,21.57,1167.27,0.5,14.29,Unsafe
6.75,1.17,1498.74,6.7,24.23,1624.67,0.23,11.78,Unsafe
8.84,8.9,843.58,6.27,23.55,1030.36,1.99,11.39,Unsafe
6.09,2.22,1427.29,3.54,32.24,1506.88,0.76,8.96,Unsafe
7.98,7.62,1014.46,4.29,29.32,1279.63,1.18,1.24,Unsafe
6.68,8.25,769.14,2.68,27.4,804.42,0.16,10.57,Unsafe
6.94,7.95,289.02,8.17,33.01,664.42,1.47,7.15,Unsafe
8.21,8.74,1383.24,8.7,27.41,437.75,0.41,6.15,Unsafe
6.18,3.46,1351.37,3.23,24.98,791.01,0.14,13.89,Unsafe
5.39,9.86,1331.21,3.09,28.45,973.28,1.67,0.92,Unsafe
7.08,2.87,1449.15,6.67,30.49,168.23,1.36,7.17,Unsafe
7.12,9.35,1246.68,7.07,30.84,1089.11,0.76,4.44,Unsafe
8.19,4.43,107.77,6.43,34.63,1758.99,1.54,11.89,Unsafe
8.87,0.66,1101.06,7.84,21.49,703.78,1.91,10.16,Unsafe
5.22,7.87,682.17,2.9,28.94,1232.52,1.8,10.36,Unsafe
7.37,7.9,1421.76,8.17,20.74,495.88,1.63,0.92,Unsafe
7.73,2.05,1198.06,7.76,25.49,1280.89,0.7,9.94,Unsafe
8.94,8.25,1224.39,4.99,24.46,1013.58,1.45,10.23,Unsafe
8.77,1.66,252.36,4.44,28.84,465.14,1.17,13.53,Unsafe
7.85,1.6,749.88,6.16,21.22,1832.29,1.53,12.21,Unsafe
7.09,8.11,738.19,5.47,16.68,1527.7,0.34,5.7,Unsafe
5.65,2.97,792.4,8.17,21.61,1717.99,1.51,4.38,Unsafe
6.54,0.86,1214.66,2.53,28.76,889.79,1.63,5.27,Unsafe
7.34,9.57,408.69,5.83,18.88,153.38,0.92,9.23,Unsafe
7.9,5.61,351.22,7.2,22.99,333.38,0.65,8.72,Unsafe
7.54,4.54,1301.05,4.46,30.77,246.38,1.85,4.58,Unsafe
7.86,5.09,1268.75,6.2,33.13,531.0,1.9,12.1,Unsafe
6.72,6.74,1032.68,3.43,27.3,1920.32,0.66,9.88,Unsafe
7.91,8.63,187.57,7.44,33.84,428.51,0.27,14.21,Unsafe
5.57,6.76,1108.07,3.89,18.59,246.17,1.81,0.6,Unsafe
5.65,7.42,251.05,8.86,34.49,697.24,1.15,0.4,Unsafe
5.65,1.88,655.61,2.58,29.67,1167.73,1.72,4.89,Unsafe
8.56,3.9,1275.11,3.64,17.85,229.46,1.08,7.79,Unsafe
5.3,5.89,142.87,2.45,31.59,1357.52,1.02,10.92,Unsafe
8.21,6.23,987.99,8.88,22.1,1343.47,1.39,6.26,Unsafe
5.93,2.78,873.33,2.58,24.77,806.9,0.3,2.82,Unsafe
6.87,9.75,627.63,4.58,32.45,320.63,0.85,6.84,Unsafe
8.66,1.27,398.32,4.14,21.33,926.57,1.68,7.07,Unsafe
7.34,1.21,331.94,4.01,25.49,656.93,0.86,2.77,Unsafe
5.84,2.37,1276.05,8.77,33.08,370.74,0.38,9.36,Unsafe
6.14,7.56,254.88,8.13,29.64,1603.55,0.39,13.59,Unsafe
8.68,0.46,1451.24,4.28,29.27,1126.2,1.89,14.18,Unsafe
6.71,9.88,374.53,6.72,15.74,860.65,1.98,5.78,Unsafe
7.35,9.88,1109.9,3.0,17.25,698.75,0.9,2.01,Unsafe
6.84,1.68,880.14,5.86,29.94,337.3,1.6,9.34,Unsafe
6.51,4.07,624.13,8.05,33.19,1758.97,1.58,5.69,Unsafe
5.89,2.12,1379.92,8.53,32.95,1444.95,0.81,12.8,Unsafe
7.74,4.14,147.81,4.78,18.83,1943.53,1.53,14.58,Unsafe
7.87,5.38,1173.83,3.74,25.96,1726.28,0.86,7.36,Unsafe
6.1,8.25,1135.49,3.59,21.59,1391.21,1.9,3.37,Unsafe
8.16,0.45,1269.85,6.46,25.09,1625.78,0.8,14.24,Unsafe
8.42,9.87,1348.39,4.72,22.78,1079.79,0.94,10.23,Unsafe
8.68,9.41,740.24,3.63,32.68,1818.97,0.44,9.78,Unsafe
5.64,5.75,1045.12,6.31,26.64,228.46,1.43,1.77,Unsafe
6.22,4.86,905.33,6.41,16.28,450.99,1.77,3.27,Unsafe
8.44,5.55,928.41,2.5,32.46,436.98,0.96,5.51,Unsafe
5.79,0.28,134.96,8.84,21.72,1123.35,1.14,2.28,Unsafe
5.01,7.4,1447.96,5.17,24.86,1141.61,1.42,10.46,Unsafe
8.48,5.01,326.93,7.63,15.52,945.7,0.85,14.09,Unsafe
6.31,2.93,680.11,4.36,19.22,1210.12,0.53,13.57,Unsafe
6.66,4.67,1080.57,6.87,16.91,1742.24,1.7,8.52,Unsafe
6.79,3.0,398.31,4.4,32.06,449.47,1.28,11.0,Unsafe
8.39,7.03,262.59,3.38,30.37,130.25,1.07,5.66,Unsafe
6.35,6.18,1354.03,5.55,21.92,1679.8,0.2,11.56,Unsafe
8.57,3.94,912.64,2.59,21.92,535.37,1.31,14.33,Unsafe
7.47,3.21,288.59,5.75,20.3,1264.75,1.86,9.57,Unsafe
7.11,8.79,1322.22,3.18,15.03,1052.38,1.05,12.3,Unsafe
6.3,6.85,364.13,2.26,21.68,459.83,1.16,2.62,Unsafe
5.97,7.19,1020.46,7.34,27.47,1863.21,0.95,0.77,Unsafe
7.5,6.22,1297.76,6.24,26.32,1979.32,0.38,13.53,Unsafe
6.79,0.84,967.55,6.79,33.07,1429.64,0.33,13.24,Unsafe
8.64,0.69,109.77,8.89,19.02,368.94,0.58,0.9,Unsafe
6.97,4.35,1009.5,6.0,20.14,1531.14,0.71,6.69,Unsafe
7.05,9.31,894.84,4.09,15.56,1172.58,1.45,14.18,Unsafe
6.67,5.29,839.32,2.57,32.03,253.65,1.63,14.7,Unsafe
8.16,8.77,528.59,5.3,23.96,1920.97,0.89,8.95,Unsafe
6.7,1.06,977.07,2.1,24.21,1970.6,0.91,12.96,Unsafe
6.08,7.27,123.13,3.32,24.99,1422.81,1.64,3.83,Unsafe
8.45,2.53,825.42,6.03,34.73,1802.32,1.32,10.62,Unsafe
7.39,5.29,559.53,8.11,17.57,1979.0,1.0,9.03,Unsafe
7.37,3.0,166.98,8.27,31.51,499.29,1.37,8.62,Unsafe
7.44,7.15,467.39,6.65,16.79,1009.63,1.93,2.09,Unsafe
7.88,4.07,1271.35,6.24,34.84,787.74,0.43,14.26,Unsafe
6.25,4.68,461.77,5.62,25.54,800.46,1.59,3.64,Unsafe
5.14,2.53,760.88,4.74,20.17,361.86,1.85,12.79,Unsafe
8.24,2.89,891.32,6.1,19.69,176.05,1.13,2.56,Safe
5.52,1.88,501.98,5.07,31.45,946.61,0.5,8.26,Unsafe
7.89,5.58,860.74,7.8,24.55,1541.72,1.09,1.22,Unsafe
5.33,1.54,1437.63,3.51,17.26,262.53,1.51,10.78,Unsafe
6.5,2.76,357.91,4.47,23.6,1304.02,0.94,6.52,Unsafe
5.25,5.35,1349.04,4.6,26.88,713.84,1.92,8.9,Unsafe
7.09,2.82,885.6,6.55,25.39,1489.92,1.87,4.47,Unsafe
7.61,5.93,1191.02,8.06,34.03,1417.69,0.72,7.47,Unsafe
5.69,0.24,938.79,5.61,26.08,487.65,1.85,0.87,Unsafe
6.49,9.73,527.42,8.43,23.12,453.44,0.6,1.83,Unsafe
8.72,7.33,904.49,2.02,31.53,1514.38,0.39,10.69,Unsafe
6.77,5.09,696.49,8.75,31.05,102.04,0.29,1.54,Unsafe
8.21,9.22,931.33,8.96,24.38,1462.49,1.4,1.74,Unsafe
8.71,8.71,891.58,2.74,19.39,1632.71,1.52,0.13,Unsafe
8.9,3.73,1049.24,6.36,17.8,467.76,1.76,8.95,Unsafe
8.59,1.25,1115.11,2.65,15.79,1631.55,0.48,2.94,Unsafe
6.27,2.6,866.76,3.83,19.01,1742.6,0.44,12.97,Unsafe
8.85,2.17,1235.0,2.51,21.33,887.09,0.43,6.66,Unsafe
8.25,7.53,1060.15,7.9,21.81,247.58,0.26,5.65,Unsafe
8.35,5.53,455.76,7.56,29.62,162.41,0.63,11.91,Unsafe
5.06,8.52,1414.29,4.21,28.55,587.73,1.3,2.16,Unsafe
8.82,4.95,199.46,6.08,22.88,1953.57,0.36,8.98,Unsafe
8.11,7.72,986.2,2.9,17.25,897.61,0.8,6.57,Unsafe
8.07,3.3,957.25,3.92,19.8,1160.56,1.5,1.77,Unsafe
5.33,6.06,722.19,6.84,28.68,1465.98,1.61,10.33,Unsafe
5.93,6.43,768.14,2.32,26.71,545.27,0.9,10.56,Unsafe
8.85,7.62,1188.49,4.26,28.42,1624.24,0.42,13.8,Unsafe
7.0,8.01,1111.11,3.79,22.28,432.33,1.8,5.41,Unsafe
6.59,2.84,680.01,6.35,16.82,546.08,0.25,6.28,Safe
8.36,3.91,399.85,6.17,21.37,494.08,1.07,10.24,Unsafe
5.35,2.15,186.5,7.02,16.76,113.67,1.5,14.24,Unsafe
6.67,7.5,1113.9,8.96,19.06,1352.67,0.18,13.94,Unsafe
6.5,2.78,1074.83,8.49,19.2,636.61,1.67,0.64,Unsafe
6.4,3.97,498.54,4.73,32.06,1639.75,0.76,6.75,Unsafe
6.23,8.05,1434.19,3.76,25.47,889.03,0.24,4.21,Unsafe
5.84,3.46,1011.12,7.55,29.58,492.03,1.3,8.49,Unsafe
5.69,2.99,1032.2,6.66,18.14,1611.43,1.39,7.98,Unsafe
7.56,6.55,888.66,3.75,22.91,1688.88,0.88,2.55,Unsafe
8.68,9.76,1004.59,3.39,30.69,1509.73,0.16,14.51,Unsafe
7.04,0.72,1498.69,3.52,22.9,1445.65,1.48,8.68,Unsafe
6.19,8.36,1222.1,7.79,26.98,1539.06,1.5,9.41,Unsafe
5.64,1.3,691.52,7.35,16.84,826.34,1.98,9.83,Unsafe
8.32,3.51,372.94,3.57,31.52,1134.38,1.53,6.93,Unsafe
8.89,4.23,1154.64,6.14,30.19,1374.22,0.76,14.47,Unsafe
6.4,7.22,1330.74,5.56,22.77,1124.7,1.8,6.82,Unsafe
6.16,9.27,831.83,4.45,34.59,1616.03,0.12,0.78,Unsafe
7.41,1.11,1392.9,4.74,23.77,1126.12,1.08,8.24,Unsafe
8.1,7.47,881.66,7.0,27.19,386.74,1.44,9.18,Unsafe
6.82,3.29,403.26,4.79,25.24,1620.35,0.31,10.21,Unsafe
7.52,9.03,696.43,7.89,20.6,1637.7,0.12,0.66,Unsafe
7.87,2.85,690.32,7.65,23.95,394.92,1.65,1.4,Unsafe
8.84,6.97,343.88,3.26,25.04,838.11,1.93,13.41,Unsafe
5.66,1.73,1062.74,7.06,22.55,1952.66,0.27,6.99,Unsafe
8.99,9.58,1279.16,7.96,20.91,807.53,1.25,6.84,Unsafe
6.57,0.14,392.5,7.62,29.78,331.2,0.25,12.07,Unsafe
7.89,2.41,1175.06,2.36,18.15,420.01,1.27,14.82,Unsafe
7.29,6.79,304.05,2.31,29.32,1588.33,0.95,14.06,Unsafe
6.95,8.55,564.97,5.53,32.97,1857.02,1.1,13.15,Unsafe
7.79,9.94,1135.27,8.15,32.56,1150.65,0.42,7.57,Unsafe
6.58,1.82,659.84,3.94,22.91,643.34,0.29,11.35,Unsafe
5.5,3.14,111.19,2.99,19.39,1969.52,1.11,2.94,Unsafe
6.96,8.93,1240.29,2.06,32.2,165.76,0.5,12.27,Unsafe
7.09,0.42,413.98,8.64,23.97,1803.47,1.62,6.24,Unsafe
5.81,7.36,1297.33,4.06,21.72,441.42,0.29,8.76,Unsafe
8.74,4.29,456.0,6.14,33.0,1554.01,0.41,0.18,Unsafe
5.91,6.92,456.74,7.43,17.3,467.09,1.17,4.01,Unsafe
6.64,5.3,1337.3,5.14,18.68,509.21,1.57,13.48,Unsafe
5.62,6.31,589.29,7.13,24.0,1857.19,1.28,12.88,Unsafe
7.14,6.7,1033.3,5.36,23.84,324.9,1.89,10.42,Unsafe
6.23,6.35,599.85,6.4,17.74,721.1,1.66,13.27,Unsafe
6.96,6.68,857.82,7.53,20.78,1662.1,1.43,5.97,Unsafe
5.9,5.73,1179.11,7.82,22.35,1644.06,0.46,7.42,Unsafe
5.22,7.17,1385.87,5.67,29.55,256.96,1.43,1.23,Unsafe
8.12,7.78,1012.55,3.18,34.8,1915.12,0.19,9.29,Unsafe
7.56,7.9,633.05,5.37,34.11,1567.77,1.06,3.44,Unsafe
6.36,8.55,651.7,6.58,28.37,1623.14,0.52,7.63,Unsafe
5.19,3.23,318.51,8.55,21.03,1255.06,0.29,6.29,Unsafe
8.46,7.48,891.67,7.67,26.09,1037.41,1.64,4.75,Unsafe
5.68,9.47,1279.14,7.06,23.32,1563.13,0.9,6.75,Unsafe
8.72,3.74,282.23,4.17,15.23,1972.0,0.66,1.32,Unsafe
6.91,7.8,465.43,8.31,21.62,1285.8,0.69,3.37,Unsafe
6.36,2.99,127.11,5.44,22.46,1956.75,0.64,2.99,Unsafe
7.97,1.84,836.51,2.72,18.53,387.79,0.73,10.18,Unsafe
8.51,4.52,181.45,2.93,15.62,1776.25,0.21,10.57,Unsafe
6.48,8.08,910.81,2.32,24.0,638.41,1.15,8.76,Unsafe
6.63,3.14,497.95,4.61,15.12,1688.43,0.13,5.05,Unsafe
6.73,3.02,1223.8,4.77,32.77,1185.88,1.83,9.94,Unsafe
8.69,2.85,848.81,4.68,17.24,1351.29,1.16,1.33,Unsafe
7.77,2.26,774.17,3.0,29.4,1096.08,1.7,11.15,Unsafe
5.99,6.15,424.29,6.21,25.55,556.07,0.38,10.74,Unsafe
5.74,2.51,1395.92,6.54,32.46,566.72,1.58,5.8,Unsafe
5.92,9.36,1433.23,3.28,20.53,1062.89,1.66,3.16,Unsafe
6.05,3.52,1155.78,8.55,31.52,796.23,1.01,9.83,Unsafe
5.92,5.47,528.78,8.34,33.81,1148.23,0.93,9.51,Unsafe
7.63,4.15,1203.73,3.89,21.69,874.87,1.4,0.36,Unsafe
5.46,9.63,1113.95,6.43,15.64,771.53,0.87,4.08,Unsafe
6.55,4.3,396.11,3.04,31.94,1530.06,1.63,1.92,Unsafe
7.5,5.68,214.24,3.98,19.53,1885.39,0.22,4.08,Unsafe
6.16,7.66,370.23,6.04,24.86,162.93,0.35,8.09,Unsafe
5.26,1.8,1313.55,7.35,26.33,1422.49,1.97,6.32,Unsafe
5.33,0.42,318.99,8.08,29.86,1647.94,1.88,14.88,Unsafe
5.5,4.6,1208.9,7.97,23.55,1419.47,1.59,7.28,Unsafe
8.34,5.55,545.83,8.04,29.04,262.69,1.62,10.17,Unsafe
7.63,2.94,1112.86,6.59,26.95,368.22,0.88,7.41,Unsafe
5.26,4.68,1359.23,4.8,21.08,982.9,1.12,1.24,Unsafe
6.56,6.19,1203.39,3.53,23.37,614.17,0.91,9.22,Unsafe
6.11,9.74,852.34,7.82,27.65,1708.77,0.6,2.95,Unsafe
7.31,6.06,106.8,2.38,30.38,1118.95,0.83,12.49,Unsafe
7.09,4.54,292.97,5.57,19.5,1295.0,0.72,0.85,Safe
6.92,0.32,1196.8,4.18,16.28,248.69,0.41,1.47,Unsafe
6.26,3.17,236.03,3.15,29.54,568.85,1.78,5.7,Unsafe
5.55,3.65,1462.43,4.97,18.97,1130.11,1.57,9.25,Unsafe
7.97,4.82,1458.4,6.26,32.7,1100.02,0.94,14.3,Unsafe
8.52,7.84,511.49,2.96,22.52,1755.83,0.21,12.92,Unsafe
8.78,7.78,147.87,8.02,30.37,1924.49,1.26,6.82,Unsafe
5.23,8.47,1145.63,2.66,20.39,684.63,0.19,3.0,Unsafe
7.96,2.97,367.62,4.95,27.25,682.25,0.6,6.31,Unsafe
7.91,3.53,1126.72,8.26,19.27,1731.08,0.51,2.04,Unsafe
8.79,1.59,568.94,4.89,23.64,214.46,0.19,10.74,Unsafe
6.01,8.59,621.91,7.59,29.43,133.28,0.6,7.56,Unsafe
7.97,6.56,941.31,8.11,31.12,1162.34,1.76,10.85,Unsafe
5.22,0.87,329.46,2.27,27.41,199.04,1.09,8.84,Unsafe
7.52,3.11,1457.3,7.8,26.76,1018.49,0.22,6.42,Unsafe
6.4,1.61,160.71,3.88,19.07,1317.52,0.4,4.4,Unsafe
8.08,9.7,1426.96,2.46,15.2,266.52,0.81,10.43,Unsafe
8.45,3.31,518.0,7.23,19.2,1762.75,0.96,4.06,Unsafe
6.46,5.02,1033.03,8.15,18.77,1232.81,0.52,1.61,Unsafe
7.1,3.25,1497.17,8.91,30.54,1011.95,1.09,4.44,Unsafe
5.47,4.8,431.77,7.58,15.56,1372.58,1.04,2.99,Unsafe
6.67,9.99,765.28,6.39,24.97,562.44,1.16,1.76,Unsafe
6.44,2.95,132.9,8.16,21.75,1243.13,0.46,11.36,Unsafe
5.73,2.9,400.65,7.61,19.73,1982.27,0.75,7.69,Unsafe
8.58,3.78,294.14,4.8,29.9,716.95,1.71,6.17,Unsafe
5.59,1.78,1155.84,8.03,20.14,1877.3,0.62,14.76,Unsafe
7.54,7.42,1069.19,2.03,20.2,738.04,0.58,2.54,Unsafe
8.56,3.86,784.39,5.53,31.48,1137.41,1.18,2.87,Unsafe
8.65,5.85,102.45,4.6,24.2,1253.04,0.61,5.79,Unsafe
8.17,6.65,388.07,5.64,28.67,1579.8,0.65,2.02,Unsafe
5.7,0.45,1046.98,6.59,34.91,626.99,0.25,13.54,Unsafe
8.27,6.48,118.7,8.21,29.16,1524.78,1.69,8.09,Unsafe
6.11,5.37,915.76,2.33,27.23,1472.26,0.85,12.51,Unsafe
8.69,0.92,325.34,4.24,22.22,1509.61,1.77,4.79,Unsafe
7.84,1.33,914.81,6.19,19.85,956.22,0.22,8.98,Safe
8.14,4.46,1207.26,6.2,17.9,1577.89,1.38,9.68,Unsafe
5.34,3.53,1323.93,6.05,28.56,1120.38,1.56,10.08,Unsafe
7.33,4.43,705.37,6.18,34.26,1646.41,1.91,1.05,Unsafe
8.28,6.39,944.81,8.67,25.87,1812.97,0.9,11.87,Unsafe
8.45,1.63,846.47,5.79,23.42,1958.64,0.52,7.74,Unsafe
5.11,6.66,855.92,2.53,34.1,1866.37,0.83,2.94,Unsafe
8.76,8.2,640.65,2.62,20.6,1507.52,1.31,0.31,Unsafe
5.17,0.13,1204.87,7.05,21.13,834.64,0.17,14.06,Unsafe
